ticket_date,channel,region,issue_type,resolution_hours,csat_score,first_contact_resolution,churned_within_90d
2025-11-06,Self-Service,APAC,Account Access,0.9,3.4,False,False
2025-02-05,Chat,EMEA,Billing,3.4,3.4,False,False
2025-03-01,Self-Service,EMEA,General Inquiry,0.9,5.0,False,False
2024-03-08,Email,APAC,Billing,17.7,2.8,False,False
2025-02-05,Email,APAC,Billing,32.1,3.8,False,False
2025-01-01,Email,North America,Account Access,19.2,3.7,True,False
2025-03-09,Phone,North America,General Inquiry,1.7,4.3,True,False
2024-11-04,Email,EMEA,Billing,18.7,3.7,False,False
2024-01-13,Email,LATAM,Feature Request,32.5,4.1,False,False
2025-08-06,Email,LATAM,Feature Request,6.2,3.6,True,False
2024-06-03,Self-Service,EMEA,Technical Issue,0.6,2.3,True,True
2025-08-07,Chat,EMEA,Billing,3.0,4.7,False,False
2025-12-16,Email,EMEA,General Inquiry,21.4,2.7,False,False
2025-06-11,Email,North America,Account Access,10.1,4.0,True,False
2024-10-04,Chat,APAC,Technical Issue,4.6,3.9,False,False
2025-08-20,Chat,EMEA,General Inquiry,2.6,4.6,True,False
2024-05-26,Email,EMEA,General Inquiry,24.1,4.5,True,False
2025-12-15,Email,North America,Billing,27.6,3.5,False,False
2024-09-21,Self-Service,North America,Technical Issue,0.7,3.9,True,False
2025-05-04,Chat,North America,Feature Request,2.5,3.7,True,False
2024-08-11,Self-Service,APAC,Feature Request,0.2,4.1,True,False
2025-11-23,Self-Service,LATAM,General Inquiry,0.4,3.9,True,False
2025-04-26,Phone,North America,Account Access,1.1,4.9,False,False
2025-08-01,Phone,North America,Technical Issue,2.2,4.7,False,False
2025-08-15,Chat,APAC,Billing,4.9,3.7,True,False
2025-10-28,Chat,LATAM,Billing,2.0,3.4,False,False
2024-04-30,Chat,North America,Account Access,4.1,3.8,True,False
2025-04-11,Email,APAC,Technical Issue,24.9,4.5,True,False
2025-12-13,Chat,EMEA,Feature Request,4.1,4.8,True,False
2025-06-11,Phone,APAC,General Inquiry,0.1,4.0,True,False
2025-10-16,Chat,North America,Feature Request,4.0,3.8,True,False
2025-07-12,Phone,APAC,Technical Issue,0.9,5.0,True,False
2024-06-30,Self-Service,LATAM,Feature Request,0.5,4.8,False,False
2025-11-02,Email,North America,Account Access,20.3,3.6,True,False
2025-06-13,Chat,LATAM,Technical Issue,5.2,4.6,True,False
2025-12-14,Email,EMEA,Account Access,31.2,4.1,True,False
2025-08-08,Phone,APAC,Feature Request,1.5,4.3,True,False
2025-10-18,Email,APAC,Billing,13.2,4.8,True,False
2025-12-03,Phone,APAC,Account Access,2.4,4.6,False,True
2024-01-11,Email,APAC,Account Access,6.1,4.2,True,True
2025-06-20,Chat,APAC,Feature Request,3.6,4.2,False,False
2024-04-14,Email,North America,Billing,33.1,5.0,False,False
2024-04-22,Chat,EMEA,Technical Issue,3.2,5.0,False,False
2024-10-31,Email,EMEA,General Inquiry,19.5,4.1,False,False
2025-05-21,Self-Service,LATAM,Feature Request,0.4,3.4,False,False
2025-04-12,Chat,North America,Feature Request,2.8,4.2,True,False
2025-02-25,Phone,North America,Technical Issue,1.3,5.0,False,False
2025-05-10,Self-Service,North America,Billing,0.4,3.0,True,False
2024-01-08,Self-Service,APAC,Feature Request,0.4,2.9,True,False
2025-07-06,Chat,North America,Billing,2.7,3.2,False,False
2025-03-29,Self-Service,LATAM,Account Access,0.4,4.4,True,False
2025-05-01,Chat,EMEA,Account Access,4.9,4.6,True,False
2025-02-28,Self-Service,EMEA,Account Access,0.4,3.8,True,False
2024-02-23,Email,EMEA,Technical Issue,15.8,3.7,False,False
2025-07-19,Email,LATAM,Feature Request,15.7,2.9,True,False
2025-09-06,Email,APAC,Technical Issue,8.8,3.5,False,False
2025-11-27,Email,APAC,Technical Issue,12.3,4.1,True,False
2025-07-06,Chat,APAC,Feature Request,2.6,4.1,False,False
2024-01-09,Email,EMEA,Feature Request,21.8,4.1,False,False
2024-12-27,Self-Service,LATAM,Account Access,0.5,4.1,True,False
2025-05-30,Chat,APAC,Technical Issue,2.7,4.0,True,False
2024-11-07,Self-Service,EMEA,Billing,0.9,3.6,True,False
2024-04-04,Email,North America,General Inquiry,5.9,3.7,True,False
2025-04-15,Email,North America,Account Access,15.9,3.1,True,False
2024-12-22,Phone,EMEA,Account Access,1.5,4.1,True,False
2025-12-31,Email,LATAM,Feature Request,1.0,3.7,True,False
2025-05-07,Self-Service,EMEA,Account Access,0.6,4.4,False,False
2025-07-22,Email,LATAM,Account Access,13.6,4.5,True,False
2025-11-16,Chat,LATAM,Billing,6.2,4.6,True,False
2024-03-01,Chat,North America,Billing,1.6,5.0,False,False
2024-10-29,Chat,LATAM,Billing,3.6,4.4,True,False
2025-04-30,Email,APAC,General Inquiry,21.9,4.5,True,True
2024-11-18,Chat,LATAM,Feature Request,7.3,4.2,True,False
2024-08-14,Chat,North America,General Inquiry,4.7,4.5,True,False
2024-04-21,Self-Service,EMEA,Technical Issue,0.4,4.4,True,False
2025-05-28,Chat,LATAM,Account Access,5.6,3.2,False,False
2024-08-25,Email,EMEA,Billing,18.6,3.9,True,False
2024-06-12,Self-Service,APAC,Billing,0.5,5.0,True,False
2024-04-14,Email,LATAM,Technical Issue,18.9,4.9,True,False
2024-05-29,Email,EMEA,Technical Issue,35.1,4.5,False,False
2024-11-26,Email,EMEA,General Inquiry,23.1,5.0,True,False
2025-12-26,Phone,APAC,Billing,2.6,5.0,True,False
2024-02-18,Email,LATAM,General Inquiry,37.6,3.0,True,False
2024-09-14,Chat,APAC,Account Access,3.3,3.1,True,False
2025-06-27,Chat,North America,General Inquiry,6.5,5.0,True,False
2025-08-06,Self-Service,EMEA,Account Access,0.5,5.0,False,False
2024-04-16,Chat,LATAM,Billing,1.0,4.3,True,False
2024-08-27,Chat,EMEA,Billing,3.1,4.0,False,False
2024-11-15,Self-Service,North America,Account Access,0.4,3.5,False,False
2025-03-25,Chat,North America,Billing,6.8,4.1,True,True
2024-04-13,Phone,LATAM,Technical Issue,2.2,3.9,True,False
2025-06-08,Chat,EMEA,General Inquiry,3.5,4.7,True,False
2024-10-15,Phone,EMEA,General Inquiry,1.8,5.0,False,False
2025-07-05,Chat,LATAM,Feature Request,3.4,4.5,True,False
2024-12-26,Self-Service,APAC,Account Access,0.4,3.9,True,False
2025-03-10,Self-Service,North America,Account Access,0.7,3.8,False,False
2024-12-14,Email,EMEA,Account Access,26.7,3.3,False,False
2024-03-11,Chat,APAC,General Inquiry,1.7,4.4,True,False
2025-11-21,Email,APAC,General Inquiry,14.0,5.0,False,False
2025-10-12,Phone,North America,General Inquiry,1.4,5.0,False,False
2024-07-08,Phone,LATAM,Feature Request,3.2,3.7,False,False
2024-01-16,Self-Service,EMEA,Billing,0.8,2.7,True,False
2024-04-03,Email,LATAM,Technical Issue,26.7,3.3,True,False
2024-03-04,Email,North America,Feature Request,16.3,4.3,True,False
2025-05-02,Chat,EMEA,Feature Request,4.2,4.5,True,False
2025-03-04,Email,LATAM,Feature Request,14.1,3.6,False,False
2024-04-12,Chat,EMEA,Account Access,5.9,3.2,False,False
2024-01-30,Email,EMEA,Billing,24.6,2.7,True,False
2024-04-25,Email,EMEA,Technical Issue,22.4,4.3,False,False
2025-12-12,Self-Service,LATAM,Technical Issue,0.8,4.1,False,False
2024-03-11,Self-Service,LATAM,Feature Request,1.0,3.0,True,False
2025-06-19,Phone,APAC,Technical Issue,0.7,4.9,False,False
2025-02-05,Email,North America,Account Access,19.6,3.1,False,False
2024-12-12,Chat,EMEA,Technical Issue,3.7,4.3,True,False
2024-10-02,Email,APAC,Feature Request,2.9,2.9,True,False
2025-10-11,Phone,APAC,Feature Request,0.3,4.5,True,False
2024-05-03,Chat,North America,General Inquiry,3.7,3.6,False,False
2025-11-08,Email,APAC,Account Access,2.1,2.4,True,False
2024-02-20,Self-Service,APAC,Feature Request,0.7,4.2,True,False
2025-07-16,Self-Service,APAC,Technical Issue,0.1,3.8,True,False
2025-05-24,Chat,North America,Feature Request,3.0,4.0,False,False
2024-03-14,Phone,EMEA,Technical Issue,1.5,5.0,False,False
2025-07-08,Chat,LATAM,Billing,1.8,4.1,True,False
2024-02-03,Email,North America,Billing,18.0,4.2,False,False
2025-06-19,Email,North America,Billing,23.2,4.0,False,False
2025-11-11,Email,North America,Billing,28.4,3.1,False,False
2025-09-17,Email,EMEA,Account Access,20.1,1.6,True,False
2024-02-11,Chat,APAC,Feature Request,3.7,4.2,False,False
2025-01-22,Self-Service,North America,Technical Issue,0.3,2.9,True,False
2025-04-09,Chat,EMEA,Billing,6.5,4.4,True,False
2025-07-06,Phone,EMEA,Account Access,2.9,5.0,True,False
2024-04-07,Phone,APAC,Technical Issue,1.8,3.8,True,False
2024-10-20,Email,LATAM,Billing,24.3,2.8,False,False
2025-01-17,Email,LATAM,General Inquiry,21.7,4.0,True,False
2024-02-28,Email,LATAM,Feature Request,23.2,3.2,False,False
2024-01-15,Email,North America,Billing,21.7,4.4,True,False
2025-10-28,Chat,North America,Billing,1.9,3.9,True,False
2024-07-04,Phone,North America,Technical Issue,0.3,3.8,True,True
2025-04-24,Phone,LATAM,Account Access,0.9,4.5,True,False
2024-04-15,Phone,North America,Technical Issue,2.7,3.8,True,False
2024-09-22,Chat,EMEA,Billing,4.6,4.4,False,False
2025-02-26,Self-Service,APAC,Feature Request,0.5,3.5,False,False
2024-08-27,Email,LATAM,Technical Issue,23.0,5.0,True,False
2025-11-06,Self-Service,North America,Account Access,0.5,4.1,True,False
2024-06-12,Self-Service,LATAM,Technical Issue,0.2,3.3,False,False
2025-10-09,Chat,EMEA,Account Access,4.7,3.7,True,False
2025-02-23,Email,EMEA,Account Access,12.9,3.2,True,False
2024-08-23,Email,EMEA,General Inquiry,25.2,2.6,True,False
2024-11-18,Phone,LATAM,General Inquiry,2.3,4.0,True,False
2024-06-10,Chat,EMEA,General Inquiry,5.7,3.7,False,False
2024-05-29,Email,North America,Account Access,16.8,3.2,False,False
2024-06-25,Chat,EMEA,Technical Issue,3.4,5.0,True,False
2025-02-18,Chat,North America,Billing,5.4,4.5,False,False
2025-02-22,Chat,LATAM,Technical Issue,4.3,4.6,False,True
2024-01-07,Self-Service,LATAM,Technical Issue,0.6,3.7,False,False
2024-08-18,Email,LATAM,Account Access,28.3,4.0,True,False
2025-02-08,Email,North America,Technical Issue,22.5,4.4,True,False
2024-12-05,Email,EMEA,Billing,21.0,4.5,False,False
2025-09-10,Email,LATAM,Account Access,13.5,4.1,True,False
2024-07-31,Phone,LATAM,General Inquiry,2.4,5.0,False,True
2025-03-17,Self-Service,North America,General Inquiry,0.7,3.8,False,False
2024-04-03,Self-Service,North America,Billing,0.8,4.1,False,False
2024-02-29,Email,EMEA,Technical Issue,25.2,4.0,True,False
2025-09-24,Chat,LATAM,Account Access,2.9,3.7,True,False
2024-12-31,Self-Service,LATAM,General Inquiry,0.3,4.4,False,False
2025-01-23,Email,APAC,Billing,21.3,4.4,True,False
2025-11-26,Chat,North America,Billing,1.0,4.1,True,False
2025-03-22,Chat,EMEA,Technical Issue,2.0,4.0,True,False
2025-11-20,Chat,EMEA,Feature Request,4.5,3.7,True,False
2024-04-08,Chat,LATAM,Feature Request,4.4,3.4,True,False
2024-10-09,Phone,APAC,Technical Issue,2.2,4.7,True,False
2024-06-21,Self-Service,LATAM,Technical Issue,0.4,4.3,True,False
2024-09-09,Self-Service,LATAM,Technical Issue,0.5,3.0,True,False
2024-09-11,Phone,North America,Feature Request,1.6,4.6,True,False
2025-08-30,Phone,APAC,Feature Request,0.4,5.0,True,False
2024-03-12,Email,LATAM,Technical Issue,24.5,4.2,False,False
2025-08-16,Email,EMEA,Feature Request,21.1,4.0,True,False
2025-07-28,Email,North America,Technical Issue,19.9,3.1,True,False
2024-08-01,Chat,APAC,General Inquiry,3.1,4.5,True,False
2024-11-20,Chat,EMEA,Feature Request,4.3,3.5,False,False
2025-05-10,Chat,North America,General Inquiry,0.8,4.7,True,False
2025-12-31,Phone,EMEA,Feature Request,0.5,5.0,True,False
2025-03-01,Self-Service,LATAM,General Inquiry,0.5,4.2,True,False
2024-06-02,Email,APAC,Billing,27.1,3.5,False,False
2025-11-18,Email,APAC,General Inquiry,15.1,4.3,True,False
2024-03-30,Chat,LATAM,General Inquiry,4.1,3.5,True,False
2025-11-16,Self-Service,EMEA,Billing,0.8,3.7,False,False
2024-09-12,Self-Service,EMEA,Account Access,0.2,4.1,False,False
2025-03-27,Email,EMEA,Billing,21.9,3.6,False,False
2024-09-28,Self-Service,EMEA,Billing,0.5,3.3,False,False
2025-05-13,Phone,APAC,Billing,3.0,4.5,True,False
2025-02-06,Self-Service,EMEA,Technical Issue,0.9,2.5,False,False
2024-05-24,Email,LATAM,Account Access,8.2,3.2,False,True
2025-11-27,Chat,LATAM,General Inquiry,5.6,5.0,True,False
2024-11-12,Chat,North America,Billing,4.0,4.7,False,False
2024-01-30,Chat,EMEA,Feature Request,2.3,5.0,True,False
2025-02-23,Phone,EMEA,Billing,2.1,5.0,True,False
2025-01-26,Self-Service,LATAM,Technical Issue,0.3,3.5,False,False
2025-11-11,Email,EMEA,General Inquiry,16.1,4.0,False,False
2025-03-10,Chat,EMEA,Billing,4.6,4.3,True,False
2025-05-16,Email,APAC,Technical Issue,21.8,2.8,False,False
2025-02-07,Email,North America,Feature Request,15.4,4.2,True,False
2025-03-02,Phone,North America,Account Access,2.6,4.8,True,False
2025-11-25,Email,North America,Feature Request,22.8,2.7,False,False
2024-07-06,Chat,EMEA,Feature Request,4.6,3.6,True,True
2024-03-31,Phone,APAC,General Inquiry,1.6,4.5,True,False
2024-06-24,Self-Service,LATAM,General Inquiry,0.5,3.6,False,False
2024-10-19,Phone,North America,General Inquiry,0.9,3.6,True,False
2025-05-25,Self-Service,APAC,Account Access,0.4,4.4,False,False
2025-06-29,Self-Service,EMEA,General Inquiry,0.3,5.0,False,False
2025-11-06,Phone,APAC,Account Access,1.5,3.7,True,False
2025-01-12,Chat,LATAM,Technical Issue,5.5,4.3,True,False
2025-01-14,Chat,North America,Billing,1.1,3.9,True,False
2025-12-30,Chat,APAC,Feature Request,4.4,3.2,True,False
2025-04-01,Chat,EMEA,Feature Request,3.9,4.6,False,False
2024-02-13,Email,North America,General Inquiry,11.6,3.3,False,False
2025-08-06,Email,LATAM,Billing,21.1,3.9,True,False
2024-09-24,Phone,LATAM,Technical Issue,3.0,3.9,True,False
2025-02-20,Chat,APAC,Feature Request,3.7,3.3,False,False
2024-06-07,Chat,North America,Account Access,0.1,4.5,True,False
2024-06-17,Self-Service,EMEA,Account Access,0.4,3.1,False,False
2024-05-30,Self-Service,APAC,Account Access,0.8,4.4,False,False
2024-08-04,Phone,North America,Technical Issue,0.7,4.8,True,False
2024-06-13,Chat,North America,Account Access,6.4,3.4,False,False
2024-08-09,Email,APAC,Feature Request,26.1,3.6,False,False
2025-01-09,Chat,LATAM,Billing,4.1,4.4,False,False
2025-01-07,Self-Service,LATAM,Technical Issue,0.3,4.8,True,False
2024-12-25,Email,LATAM,Technical Issue,17.6,3.2,False,False
2025-02-22,Chat,North America,Technical Issue,5.7,4.5,False,False
2025-12-05,Chat,EMEA,Technical Issue,2.5,4.4,True,False
2024-02-28,Email,EMEA,Account Access,9.3,4.5,True,False
2025-01-23,Email,North America,Billing,20.1,3.6,False,False
2025-10-24,Email,North America,General Inquiry,20.1,2.5,True,False
2025-07-20,Chat,North America,Technical Issue,3.5,3.8,True,False
2024-01-09,Phone,North America,Feature Request,1.1,4.9,False,False
2025-09-12,Self-Service,LATAM,Technical Issue,0.3,4.3,True,False
2024-04-27,Self-Service,North America,Feature Request,0.8,3.5,False,False
2024-06-27,Phone,North America,Account Access,4.0,4.8,True,False
2025-03-21,Email,LATAM,Account Access,9.2,4.2,True,False
2024-02-12,Chat,North America,Technical Issue,2.4,3.4,False,False
2024-04-11,Phone,EMEA,Technical Issue,3.0,5.0,False,False
2025-03-20,Chat,EMEA,General Inquiry,3.8,3.3,True,False
2024-03-26,Chat,EMEA,General Inquiry,3.1,4.3,True,False
2025-07-02,Email,LATAM,Technical Issue,10.7,5.0,False,False
2025-07-13,Phone,LATAM,Billing,2.4,3.7,True,False
2024-02-10,Email,EMEA,Technical Issue,14.7,4.1,True,False
2025-10-19,Self-Service,EMEA,Feature Request,0.7,3.8,False,False
2025-08-07,Self-Service,LATAM,Technical Issue,0.4,4.9,False,False
2025-07-19,Chat,EMEA,Technical Issue,3.5,4.0,True,False
2024-09-13,Self-Service,EMEA,Feature Request,0.6,4.6,False,False
2025-02-18,Email,LATAM,Billing,17.0,3.8,False,False
2025-07-09,Chat,North America,Billing,5.7,4.4,False,False
2025-03-04,Email,APAC,Technical Issue,18.1,3.6,False,False
2025-10-07,Phone,LATAM,Feature Request,2.4,3.8,True,False
2024-08-06,Chat,EMEA,Billing,6.2,4.4,True,False
2025-02-02,Self-Service,North America,Feature Request,0.8,3.8,True,False
2025-10-28,Chat,EMEA,Billing,3.4,4.8,True,False
2024-03-31,Email,APAC,Feature Request,22.7,3.2,False,False
2024-07-15,Email,LATAM,General Inquiry,32.4,3.6,True,False
2024-05-13,Self-Service,EMEA,Billing,0.6,4.2,True,True
2024-11-03,Email,LATAM,Feature Request,4.8,4.5,True,False
2024-06-21,Phone,EMEA,Technical Issue,2.2,4.1,True,False
2024-04-14,Email,EMEA,Billing,11.0,4.3,False,False
2024-06-25,Email,LATAM,General Inquiry,5.6,4.0,False,False
2024-08-13,Self-Service,EMEA,Billing,0.6,4.6,False,False
2025-11-10,Chat,LATAM,General Inquiry,7.6,5.0,True,False
2024-09-23,Chat,EMEA,General Inquiry,3.8,5.0,True,False
2025-08-23,Email,North America,Technical Issue,15.8,4.0,False,False
2025-03-01,Chat,LATAM,General Inquiry,5.0,3.9,False,False
2024-09-05,Chat,North America,Billing,1.8,4.5,True,False
2025-03-06,Self-Service,APAC,General Inquiry,0.7,3.8,False,False
2024-07-20,Phone,EMEA,Feature Request,3.3,5.0,True,False
2024-10-13,Email,EMEA,Billing,20.0,3.4,False,False
2024-12-03,Self-Service,EMEA,Feature Request,0.7,4.6,True,False
2025-05-31,Email,EMEA,Technical Issue,9.7,3.7,False,False
2025-04-16,Self-Service,APAC,Billing,0.6,4.1,False,False
2024-08-01,Chat,EMEA,General Inquiry,5.7,4.5,True,False
2024-02-03,Self-Service,APAC,Billing,0.7,3.3,False,False
2024-02-18,Email,EMEA,Technical Issue,32.1,2.9,False,False
2024-02-08,Phone,APAC,General Inquiry,1.2,5.0,True,False
2025-08-14,Self-Service,LATAM,General Inquiry,0.7,2.3,True,False
2024-12-24,Email,North America,Feature Request,24.2,4.3,False,False
2024-03-09,Phone,LATAM,Feature Request,1.6,4.6,False,False
2025-12-24,Self-Service,North America,Feature Request,0.7,5.0,False,False
2024-06-26,Self-Service,North America,Billing,0.4,3.6,False,False
2025-08-18,Chat,EMEA,General Inquiry,3.6,4.1,True,False
2024-02-03,Self-Service,EMEA,Technical Issue,0.3,3.3,False,False
2025-03-28,Phone,LATAM,Billing,0.1,3.3,True,False
2025-12-26,Phone,North America,General Inquiry,2.7,5.0,True,False
2025-08-25,Chat,EMEA,General Inquiry,6.1,4.4,True,False
2025-11-29,Self-Service,APAC,Technical Issue,0.4,4.4,False,True
2024-03-26,Self-Service,APAC,General Inquiry,0.2,4.0,False,False
2024-07-22,Chat,APAC,Billing,3.0,4.3,False,False
2025-05-16,Phone,APAC,General Inquiry,1.0,4.3,True,False
2024-03-21,Email,North America,Feature Request,23.0,4.5,True,False
2024-08-06,Chat,EMEA,Technical Issue,4.1,4.8,True,False
2025-12-03,Phone,North America,General Inquiry,0.6,4.5,False,False
2024-01-19,Phone,North America,General Inquiry,2.5,3.5,True,False
2024-11-03,Chat,EMEA,Technical Issue,4.6,4.4,False,False
2024-09-19,Self-Service,LATAM,General Inquiry,0.1,4.1,True,False
2025-01-27,Phone,North America,General Inquiry,2.1,4.3,True,False
2025-10-24,Self-Service,North America,Feature Request,0.4,4.4,False,False
2025-08-17,Phone,North America,Feature Request,2.8,4.3,True,False
2024-08-26,Chat,EMEA,Feature Request,6.9,3.9,False,False
2025-08-09,Email,LATAM,General Inquiry,23.5,3.3,True,False
2025-12-03,Chat,North America,Billing,5.6,4.3,False,False
2025-09-16,Chat,North America,Account Access,2.9,4.5,True,False
2025-07-15,Email,APAC,Technical Issue,20.9,5.0,True,False
2024-08-25,Email,APAC,Billing,22.1,2.6,True,True
2024-11-09,Phone,North America,Account Access,2.9,4.5,True,False
2025-02-22,Chat,LATAM,Feature Request,5.6,5.0,False,False
2025-07-22,Chat,APAC,Billing,4.0,2.9,True,True
2025-12-10,Chat,North America,General Inquiry,3.1,2.9,True,False
2025-04-15,Email,APAC,Billing,14.2,3.5,True,False
2024-04-17,Self-Service,EMEA,Technical Issue,0.5,4.9,False,False
2025-03-20,Chat,North America,General Inquiry,5.1,3.3,False,False
2024-09-14,Chat,North America,Technical Issue,3.7,4.2,False,False
2024-01-14,Chat,EMEA,Billing,2.5,3.0,True,False
2024-11-08,Self-Service,North America,General Inquiry,0.6,2.9,True,False
2024-04-30,Phone,North America,Technical Issue,2.9,3.6,True,False
2025-10-05,Chat,LATAM,General Inquiry,4.8,3.8,True,False
2024-05-04,Self-Service,EMEA,Billing,0.2,5.0,False,False
2025-04-28,Chat,APAC,Technical Issue,4.8,4.8,True,False
2024-07-13,Email,EMEA,Feature Request,16.8,4.6,True,False
2024-10-11,Self-Service,LATAM,Feature Request,0.7,4.2,True,False
2025-01-23,Phone,LATAM,Technical Issue,3.3,3.6,True,False
2024-07-07,Chat,North America,General Inquiry,3.9,3.3,False,False
2025-02-01,Email,APAC,Billing,20.8,4.0,True,False
2025-10-12,Email,North America,General Inquiry,26.1,4.4,False,False
2024-10-17,Email,North America,Feature Request,25.4,2.8,False,False
2024-04-22,Self-Service,LATAM,Feature Request,0.4,3.2,True,False
2025-01-07,Self-Service,North America,Billing,0.5,3.2,False,False
2025-11-06,Phone,EMEA,Account Access,2.3,4.7,True,False
2024-06-14,Email,APAC,Billing,7.1,4.4,True,False
2025-08-15,Phone,APAC,General Inquiry,3.0,3.6,True,False
2025-01-23,Chat,EMEA,Technical Issue,5.1,4.0,False,False
2024-01-30,Chat,EMEA,Technical Issue,2.8,4.3,True,False
2024-12-05,Chat,North America,Account Access,3.8,5.0,False,True
2025-07-20,Phone,LATAM,Account Access,2.4,5.0,True,False
2024-01-02,Chat,LATAM,Feature Request,6.3,3.4,True,False
2024-10-18,Chat,APAC,Account Access,3.2,4.0,True,False
2025-05-27,Email,EMEA,Billing,11.7,3.7,False,True
2025-10-17,Chat,EMEA,Billing,4.3,4.4,False,False
2025-09-24,Chat,LATAM,Account Access,1.7,5.0,True,False
2025-04-02,Phone,APAC,General Inquiry,1.3,3.9,True,False
2025-07-26,Phone,APAC,Billing,3.1,5.0,True,False
2025-11-05,Chat,North America,Technical Issue,1.8,2.9,True,False
2024-06-01,Chat,North America,Feature Request,5.1,4.3,False,False
2024-10-04,Chat,APAC,Technical Issue,3.2,4.2,False,False
2024-06-05,Chat,LATAM,Account Access,3.2,2.9,False,False
2024-10-07,Email,LATAM,Technical Issue,13.2,4.2,False,False
2024-06-10,Email,LATAM,Technical Issue,15.4,4.7,True,False
2024-01-07,Chat,APAC,General Inquiry,2.9,4.0,True,False
2024-09-27,Chat,LATAM,Account Access,4.3,4.2,False,False
2024-02-03,Chat,EMEA,Feature Request,1.2,4.4,False,False
2024-03-02,Chat,APAC,Billing,4.7,3.8,False,False
2024-10-08,Email,LATAM,Technical Issue,8.1,3.1,False,False
2025-09-16,Phone,APAC,General Inquiry,1.8,3.6,False,False
2025-06-12,Chat,LATAM,Technical Issue,2.8,4.1,False,False
2024-10-13,Phone,APAC,Feature Request,1.5,4.6,True,False
2024-09-18,Chat,LATAM,Billing,1.8,4.4,True,False
2024-06-15,Self-Service,APAC,Feature Request,0.3,3.6,False,False
2025-01-14,Self-Service,LATAM,Technical Issue,0.6,4.4,True,False
2025-01-02,Self-Service,North America,General Inquiry,0.6,4.5,True,False
2025-04-17,Email,APAC,Account Access,17.4,3.0,False,False
2024-06-25,Email,North America,Technical Issue,20.4,3.3,False,False
2025-06-27,Chat,North America,Billing,8.4,3.9,True,False
2024-06-14,Chat,North America,General Inquiry,3.9,4.8,True,False
2025-02-27,Email,North America,Feature Request,26.6,5.0,True,False
2024-04-22,Chat,APAC,Technical Issue,2.2,3.7,True,False
2024-07-11,Email,LATAM,Account Access,18.2,3.5,False,False
2024-12-23,Self-Service,APAC,Feature Request,0.5,3.7,True,False
2025-07-15,Chat,LATAM,Billing,1.1,4.0,True,False
2025-04-17,Chat,LATAM,Technical Issue,3.1,5.0,False,False
2024-01-31,Chat,APAC,Account Access,5.3,4.2,True,False
2024-02-23,Chat,North America,Billing,4.6,4.6,False,False
2024-06-13,Chat,LATAM,General Inquiry,4.6,4.7,False,False
2024-04-26,Chat,APAC,Technical Issue,3.2,3.7,True,False
2025-08-09,Chat,EMEA,Technical Issue,7.1,3.8,False,False
2024-07-15,Email,LATAM,Account Access,14.5,3.9,False,False
2024-09-06,Email,LATAM,General Inquiry,21.4,4.7,True,False
2024-07-10,Email,EMEA,Feature Request,21.5,4.5,True,False
2024-08-03,Chat,EMEA,Technical Issue,5.0,5.0,False,False
2025-08-16,Chat,LATAM,Account Access,5.1,4.9,True,False
2024-12-15,Self-Service,LATAM,Technical Issue,0.3,4.2,True,False
2025-12-31,Chat,North America,General Inquiry,1.9,5.0,True,True
2024-12-18,Chat,North America,Billing,3.1,5.0,True,False
2025-06-26,Chat,EMEA,General Inquiry,5.6,4.1,False,False
2025-01-02,Email,EMEA,Feature Request,28.0,3.4,False,False
2025-02-21,Email,EMEA,Billing,11.2,4.0,True,False
2025-10-24,Chat,EMEA,Account Access,5.6,4.4,True,False
2024-08-15,Self-Service,LATAM,Technical Issue,0.2,3.7,False,False
2024-05-11,Phone,APAC,General Inquiry,1.8,4.2,True,False
2024-10-31,Chat,APAC,Account Access,1.1,3.9,True,False
2025-06-21,Chat,APAC,Account Access,4.5,3.6,False,False
2024-09-17,Chat,LATAM,Technical Issue,4.4,3.5,False,False
2025-05-19,Phone,APAC,Technical Issue,2.5,3.9,False,False
2025-05-17,Chat,EMEA,Technical Issue,4.6,4.3,False,False
2024-05-31,Chat,APAC,Feature Request,5.3,4.6,True,False
2024-12-16,Self-Service,APAC,Feature Request,0.4,3.1,True,False
2024-11-15,Phone,North America,Feature Request,1.8,4.2,False,False
2025-01-17,Chat,EMEA,Feature Request,1.9,4.1,False,False
2024-12-07,Phone,EMEA,Billing,4.1,4.5,True,False
2024-10-28,Chat,EMEA,General Inquiry,3.6,5.0,True,False
2025-03-15,Chat,North America,Account Access,2.9,5.0,True,False
2024-11-14,Self-Service,APAC,Technical Issue,0.1,3.7,True,False
2024-12-25,Self-Service,LATAM,Account Access,0.5,3.7,False,False
2025-09-01,Chat,LATAM,Technical Issue,6.9,3.8,False,False
2025-10-25,Phone,APAC,Feature Request,1.9,4.9,False,False
2025-07-10,Phone,North America,Account Access,1.7,5.0,True,False
2024-03-09,Email,EMEA,Technical Issue,10.9,4.5,True,False
2024-11-16,Email,North America,Account Access,13.3,3.8,True,False
2025-07-19,Chat,EMEA,Feature Request,2.8,3.8,True,False
2024-05-10,Chat,APAC,Account Access,4.9,3.9,False,False
2024-03-17,Chat,EMEA,Technical Issue,3.3,4.1,False,False
2024-07-07,Chat,EMEA,Feature Request,5.0,5.0,True,False
2024-01-11,Phone,EMEA,Feature Request,1.8,4.5,True,False
2025-05-07,Chat,North America,Feature Request,2.0,4.2,True,False
2024-11-09,Phone,LATAM,Technical Issue,2.1,4.6,True,False
